-0.66725,-0.39427,0.10059,0.66869,-1.0162,-0.00805,-0.088845,0.00091929,13.691,-1.1647,9.2406,3.2859,0
-0.66608,-0.39258,0.1006,0.66741,-1.018,-0.0080182,-0.091037,0.00087414,13.687,-1.1052,9.2559,3.3264,0
-0.6649,-0.39088,0.10059,0.66613,-1.0198,-0.0079874,-0.093238,0.00083029,13.684,-1.0454,9.2715,3.3672,0
-0.66373,-0.38916,0.10059,0.66486,-1.0216,-0.0079577,-0.095448,0.00078775,13.681,-0.98515,9.2874,3.4084,0
-0.66255,-0.38743,0.10057,0.66359,-1.0234,-0.0079289,-0.097669,0.00074649,13.678,-0.92454,9.3037,3.4499,0
-0.66138,-0.38569,0.10055,0.66232,-1.0252,-0.007901,-0.099899,0.00070652,13.676,-0.86357,9.3203,3.4918,0
-0.6602,-0.38393,0.10052,0.66106,-1.0271,-0.007874,-0.10214,0.0006678,13.673,-0.80222,9.3372,3.5341,0
-0.65902,-0.38216,0.10048,0.6598,-1.0289,-0.0078478,-0.10439,0.00063032,13.672,-0.7405,9.3544,3.5767,0
-0.65784,-0.38037,0.10044,0.65854,-1.0307,-0.0078224,-0.10665,0.00059407,13.67,-0.67842,9.372,3.6196,0
-0.65665,-0.37858,0.10039,0.65728,-1.0326,-0.0077977,-0.10892,0.00055904,13.669,-0.61597,9.3898,3.6629,0
-0.65547,-0.37677,0.10034,0.65603,-1.0344,-0.0077737,-0.1112,0.00052519,13.668,-0.55315,9.408,3.7065,0
-0.65428,-0.37495,0.10028,0.65478,-1.0362,-0.0077503,-0.11349,0.00049252,13.667,-0.48997,9.4265,3.7505,0
-0.6531,-0.37311,0.10021,0.65353,-1.0381,-0.0077276,-0.11579,0.000461,13.666,-0.42643,9.4452,3.7947,0
-0.65191,-0.37126,0.10014,0.65229,-1.0399,-0.0077054,-0.1181,0.00043061,13.666,-0.36253,9.4643,3.8394,0
-0.65071,-0.3694,0.10006,0.65104,-1.0418,-0.0076839,-0.12043,0.00040133,13.666,-0.29827,9.4836,3.8843,0
-0.64952,-0.36753,0.099979,0.6498,-1.0436,-0.0076628,-0.12276,0.00037314,13.666,-0.23365,9.5032,3.9296,0
-0.64832,-0.36564,0.099893,0.64856,-1.0455,-0.0076423,-0.1251,0.00034603,13.667,-0.16868,9.5231,3.9751,0
-0.64713,-0.36374,0.099802,0.64732,-1.0473,-0.0076223,-0.12746,0.00031996,13.668,-0.10335,9.5433,4.021,0
-0.64593,-0.36183,0.099706,0.64607,-1.0492,-0.0076027,-0.12982,0.00029492,13.669,-0.037672,9.5637,4.0673,0
-0.64472,-0.35991,0.099606,0.64483,-1.051,-0.0075835,-0.1322,0.00027088,13.67,0.028358,9.5844,4.1138,0
-0.64352,-0.35797,0.099502,0.64359,-1.0529,-0.0075648,-0.13459,0.00024781,13.671,0.094736,9.6053,4.1606,0
-0.64231,-0.35603,0.099394,0.64235,-1.0547,-0.0075465,-0.13699,0.00022571,13.673,0.16146,9.6265,4.2078,0
-0.6411,-0.35407,0.099282,0.64111,-1.0566,-0.0075285,-0.1394,0.00020455,13.675,0.22853,9.648,4.2553,0
-0.63989,-0.35209,0.099166,0.63987,-1.0585,-0.0075109,-0.14182,0.00018429,13.677,0.29595,9.6697,4.303,0
-0.63867,-0.35011,0.099047,0.63863,-1.0603,-0.0074936,-0.14425,0.00016492,13.679,0.36371,9.6917,4.3511,0
